full_text,username,label,original_text,processed_text,sentiment,confidence
Attn: Trump didn t invent his dance exactly. Look up Love Actually PM dance on YouTube to see Hugh Grant boogeying down to Jump by The Pointer Sisters. @NBSaphierMD @KennedyNation @CharlesHurt @KatiePavlich @tomshillue I ll try to send the link in my next post. ,MERTeague,,Attn: Trump didn t invent his dance exactly. Look up Love Actually PM dance on YouTube to see Hugh Grant boogeying down to Jump by The Pointer Sisters. @NBSaphierMD @KennedyNation @CharlesHurt @KatiePavlich @tomshillue I ll try to send the link in my next post. ,attn trump invent danc exactli look love actual pm danc youtub see hugh grant boogey jump pointer sister tri send link next post,Positive,0.7300522327423096
@quesadaaa_ Not to exclude Donald Trump.,arborliberatas,,@quesadaaa_ Not to exclude Donald Trump.,exclud donald trump,Positive,0.8572943210601807
Stacey Abrams says Trump's election not a 'landslide' or a 'seismic shift' https://t.co/atvVSOiXH1 If anyone believes anything this woman says well you are subject to believe anything. She is a liar just like her father the devil is.,C__G_22,,Stacey Abrams says Trump's election not a 'landslide' or a 'seismic shift' https://t.co/atvVSOiXH1 If anyone believes anything this woman says well you are subject to believe anything. She is a liar just like her father the devil is.,stacey abram say trump elect landslid seismic shift anyon believ anyth woman say well subject believ anyth liar like father devil,Negative,0.9856653213500977
Here s hoping they ll have free wi-fi at the Trump Camps next year. Keep the reviews &amp,,,Here s hoping they ll have free wi-fi at the Trump Camps next year. Keep the reviews &amp,hope free wifi trump camp next year keep review amp,Negative,0.9206493496894836
@Keir_Starmer Happy new year enjoy your new mates trump le pen far right in Germany come feb,pwgasservice,,@Keir_Starmer Happy new year enjoy your new mates trump le pen far right in Germany come feb,happi new year enjoy new mate trump le pen far right germani come feb,Positive,0.997717022895813
@realDonaldTrump @elonmusk I stand with You Sir. President Trump and thank you for protecting and defending America 🇺🇸 . https://t.co/r3uuzzS7zC,ChrisLaRose11,,@realDonaldTrump @elonmusk I stand with You Sir. President Trump and thank you for protecting and defending America 🇺🇸 . https://t.co/r3uuzzS7zC,stand sir presid trump thank protect defend america,Positive,0.999462902545929
@marvinmusk Exposing the truth isn t executive decision making. They just want a wedge between you and Trump.,MicheleC77826,,@marvinmusk Exposing the truth isn t executive decision making. They just want a wedge between you and Trump.,expos truth execut decis make want wedg trump,Negative,0.7585329413414001
@karen_winegal @IvankaNews_ Or is he related to judge Bragg NY that was going after Trump?,KnipLs,,@karen_winegal @IvankaNews_ Or is he related to judge Bragg NY that was going after Trump?,relat judg bragg ny go trump,Negative,0.9886394739151001
@politvidchannel So that s the purpose and identity of democrats. It s not taxes or balancing the budget or peace etc. It s hate Trump stop Trump Trump Trump Trump rent free. It s why they lost it s why they ll continue to lose and it will be the root of ,__DAVE__2020,,@politvidchannel So that s the purpose and identity of democrats. It s not taxes or balancing the budget or peace etc. It s hate Trump stop Trump Trump Trump Trump rent free. It s why they lost it s why they ll continue to lose and it will be the root of ,purpos ident democrat tax balanc budget peac etc hate trump stop trump trump trump trump rent free lost continu lose root,Negative,0.9981731176376343
@KarluskaP Yes. It s been exhausting. Ready for a new dawn. Ready for Trump 2025.,srhodes009,,@KarluskaP Yes. It s been exhausting. Ready for a new dawn. Ready for Trump 2025.,ye exhaust readi new dawn readi trump 2025,Negative,0.7301103472709656
@SUBRATA30016572 Happy New Year President and Frist Lady Trump EEUU,probasic69,,@SUBRATA30016572 Happy New Year President and Frist Lady Trump EEUU,happi new year presid frist ladi trump eeuu,Negative,0.9539342522621155
@ChiefTrumpster Right because Trump said skilled immigration is fine,SebastianR11819,,@ChiefTrumpster Right because Trump said skilled immigration is fine,right trump said skill immigr fine,Positive,0.9939913153648376
@GuntherEagleman The economy during Carter s term was soooo bad it makes Biden s economy look like a Trump economy.,DavidGoodwinJr4,,@GuntherEagleman The economy during Carter s term was soooo bad it makes Biden s economy look like a Trump economy.,economi carter term soooo bad make biden economi look like trump economi,Negative,0.9994692206382751
@Synsidar @aaronjmate Presidential campaigns have always had contact with foreign nations. Russiagate s original hypothesis was that Trump was a Russian asset. Democrats 5th or 6th new fallback position has become I told you they shared some campaign info,ElRalphing,,@Synsidar @aaronjmate Presidential campaigns have always had contact with foreign nations. Russiagate s original hypothesis was that Trump was a Russian asset. Democrats 5th or 6th new fallback position has become I told you they shared some campaign info,presidenti campaign alway contact foreign nation russiag origin hypothesi trump russian asset democrat 5th 6th new fallback posit becom told share campaign info,Negative,0.9767681360244751
Looks like Trump got rid of Elon but he certainly didn't go very far. Elon wants to keep his eyes on the boy he bought. ⬇️ https://t.co/W17FtdDHR6,ClesterRebecca,,Looks like Trump got rid of Elon but he certainly didn't go very far. Elon wants to keep his eyes on the boy he bought. ⬇️ https://t.co/W17FtdDHR6,look like trump got rid elon certainli didnt go far elon want keep eye boy bought,Negative,0.9934577345848083
@alx Always negative with these phonies. Pepe is ALT right? That's old news and has been debunked. GTFO! I can't wait unit Kekius Maximus finally put these propagandizers out of business. I Thank god for Elon and Trump. Finally our county is going to get ,RonaldChainsaw,,@alx Always negative with these phonies. Pepe is ALT right? That's old news and has been debunked. GTFO! I can't wait unit Kekius Maximus finally put these propagandizers out of business. I Thank god for Elon and Trump. Finally our county is going to get ,alway neg phoni pepe alt right that old news debunk gtfo cant wait unit kekiu maximu final put propagand busi thank god elon trump final counti go get,Negative,0.9950852990150452
@timothy_gumm @RossKneeDeep Trump was fumbling the ball even before Covid hit. There is copious data that attests to this. Nothing you said comports with the facts. Thank you Joe Biden for landing the plane smoothly and steering us in to economic prosperi,_specificocean,,@timothy_gumm @RossKneeDeep Trump was fumbling the ball even before Covid hit. There is copious data that attests to this. Nothing you said comports with the facts. Thank you Joe Biden for landing the plane smoothly and steering us in to economic prosperi,trump fumbl ball even covid hit copiou data attest noth said comport fact thank joe biden land plane smoothli steer us econom prosperi,Positive,0.9538092017173767
@EricLDaugh Elections have consequences. Remember that Biden beat Trump by 7 million. This is the result,FuMikechu,,@EricLDaugh Elections have consequences. Remember that Biden beat Trump by 7 million. This is the result,elect consequ rememb biden beat trump million result,Positive,0.8265361785888672
MAGA callers come on the show spewing the same nonsense they talk about during their klan rallies thinking it will just slide by! On this show we talk about the truth and not whatever Donald Trump or his lakceys want you to believe! https://t.co/KWWrWcU5At,PTLRadioShow,,MAGA callers come on the show spewing the same nonsense they talk about during their klan rallies thinking it will just slide by! On this show we talk about the truth and not whatever Donald Trump or his lakceys want you to believe! https://t.co/KWWrWcU5At,maga caller come show spew nonsens talk klan ralli think slide show talk truth whatev donald trump lakcey want believ,Negative,0.9889639616012573
@AnnieForTruth This is something Trump will never understand or achieve in his miserable lifetime! A soulless unempathetic husk of a human being. Annie my hat off to you!,mcfrog9,,@AnnieForTruth This is something Trump will never understand or achieve in his miserable lifetime! A soulless unempathetic husk of a human being. Annie my hat off to you!,someth trump never understand achiev miser lifetim soulless unempathet husk human anni hat,Negative,0.9862093329429626
@AteoTelegram @AesPolitics1 Dude you put Trump underestimate and complex realities in one sentence. Kudos.,CryptoSkeptik,,@AteoTelegram @AesPolitics1 Dude you put Trump underestimate and complex realities in one sentence. Kudos.,dude put trump underestim complex realiti one sentenc kudo,Negative,0.983005702495575
Trump trusted politicians Elon and vivek only have 4 years. Not Enough. They can find pork barrel spending and get close to a balanced budget in 2 years with the help of only Newt Gingrich whom i trust more than anyone or any politician. The bankrupt deficit will take many,JamesRange98551,,Trump trusted politicians Elon and vivek only have 4 years. Not Enough. They can find pork barrel spending and get close to a balanced budget in 2 years with the help of only Newt Gingrich whom i trust more than anyone or any politician. The bankrupt deficit will take many,trump trust politician elon vivek year enough find pork barrel spend get close balanc budget year help newt gingrich trust anyon politician bankrupt deficit take mani,Negative,0.9836632013320923
@JunTheGoddess @elonmusk @LeahDiscovers @KettlebellDan I'm a three time Trump voter.,FSwinghammer,,@JunTheGoddess @elonmusk @LeahDiscovers @KettlebellDan I'm a three time Trump voter.,im three time trump voter,Positive,0.9187908172607422
@lavern_spicer No it won't. Same shit but a different Trump term.,PhoenixPrescot,,@lavern_spicer No it won't. Same shit but a different Trump term.,wont shit differ trump term,Negative,0.7512083649635315
 Fake News Alert: They say Santa slides down ALL the chimneys but that's impossible folks! SantaTrump flies direct with NO stops. Believe me only $STRUMP has direct sleigh service! ,SantaTrump65123,, Fake News Alert: They say Santa slides down ALL the chimneys but that's impossible folks! SantaTrump flies direct with NO stops. Believe me only $STRUMP has direct sleigh service! ,fake news alert say santa slide chimney that imposs folk santatrump fli direct stop believ strump direct sleigh servic,Negative,0.9994373917579651
@OccupyDemocrats Lets not forget to remind everyone that gowns and masks did NOT exist BEFORE Trump and the pandemic...he made all of them magically appear because they were never a thing before then!! Hospitals and medical facilities NEVER knew what they,MBalchunas47132,,@OccupyDemocrats Lets not forget to remind everyone that gowns and masks did NOT exist BEFORE Trump and the pandemic...he made all of them magically appear because they were never a thing before then!! Hospitals and medical facilities NEVER knew what they,let forget remind everyon gown mask exist trump pandemich made magic appear never thing hospit medic facil never knew,Negative,0.9905537962913513
